7226	155778,18808,917805,20651,497247,178273,155669,18801,1367972,497246,425661,2962,348668,39236,3665496,38454,155626,423636,3536892,497252,497251,3811,497249,497248,34072,155709,497243,235439,497241,34065,497239,497238,497237,497236,497235,497234,497233,497240,19112
12240	24623,19294,11991,42721,497198,497197,497196,497194,497193,497192,497190,277534,497187,497186,497185,497184,497182,497181,497180,497179,497175,734,497172,731,267853,3489393,346647,18834,27497,19209,9806,33775,494753,22346,221512,520753,14852,267596,3615,156084,392678,26780,16205,4317009,22104,15732,13295,497174,42963,18926,25222,2919144,178285
13443	33074,497218,11053,206504,161007,271487,392045,13449,522348,155540,1148522,155428,266589,29899,497219,497224,271420,271412,40264,497230,29883,497228,497226,497225,29878,497223
15392	35305,497217,24437,497214,423006,497210,497209,497208,497207,497206,497205,1442860,497203,497202,497201,15401,497199,1321695,2239120,9766,38379,10043,348571,40592,17601,235267,431440,34951,151827,86543,497211,35309,1263945
37431	497512,497511,497510,497509,497507,497506,497504,497503,497502,497501,236858,337616,581896,362060,425101,497524,497523,497522,497521,497520,497519,497518,497517,497516,497515,497513
42077	497415,497414,497413,497412,497411,438142,686167,42076,41976,232867,5684,740457,85606,18965,13428,476302,178288,21167,42018,497424,158698,497421,497418,497417,497416
205494	26769,6107,14544,37822,847477,497303,497301,497300,497299,497298,497297,497296,497295,497294,497293,497291,497290,9088,149931,40997,18681,35258,15468,2015799,495689,33893,39614,751494,242422,7286,376175
497126	1313864,8049,497140,772,9421,274310,24530,348217,25007,39070,563273,281856,522179,15967,740686,20517,152915,1306604,85593,21345,701826,233315,497154,497153,497152,497442,497150,497149,497148,497146,497145,35920,497143,497134,497139,413039,40558,497130,497135,266836,497133,11065,497131,38999,497136,497127,497138,497137
497155	23418,157705,38002,38000,2881,522185,497170,497168,497167,19829,497165,497163,497162,497161,497160,497159,497158,497157,472702,162316,1175,152009,497166,4282165
497254	392082,264155,2108445,159710,409959,2350242,851162,39516,741426,29456,264179,29410,409651,159852,12691,27651,497289,497288,497287,497286,497285,497283,497282,231528,497280,497279,497278,497277,497276,497275,497274,497273,497271,15802,497269,497268,497266,497260,497259,497258,497257,497255,29376,497281,2127215,2127212,2127210,2127209,2127208,2127206
497395	497409,497408,497406,497403,27145,497400,497399,497398,497397,497396,18021,426584,40124,494276,349453,18099,20615,85602,729775,17980,7115,1999006,43094,15544,1262477,154251,11175,11849,1971624,424671,154038
497427	242786,32965,851158,589595,497454,157592,549169,269608,425965,497452,497451,269985,497449,32914,497446,497445,497444,497443,851160,497441,497440,497439,497438,497437,497436,497434,497432,497431,497429,32797,786,1704300,32987,497450
497455	1527375,376356,1442809,7847,156353,32776,497476,455979,25874,497480,232959,497477,476427,497475,497474,497462,497472,497471,497470,152149,497468,497467,497466,497465,497464,497463,423742,497461,497459,497458,497457,239725,553713,227791,6142,242172,235922,1510666,7867,25323,156406,13390,266365,497469
497525	497326,497325,497324,497323,497322,497321,497320,497318,497315,497314,497313,497312,497309,497308,497307,497306,497305,11124,11175,497297,497296,497295,497294,497293,851160,497291,497290,495689,19079,497276,497275,497274,497273,497271,497269,497268,497266,734,731,497260,497259,497258,497257,497255,42963,751494,152149,157726,349453,33774,497240,497239,497238,497237,497236,497235,497234,497233,11991,38999,497225,497224,497223,2945606,497219,497218,4282165,497208,13428,497206,497205,497203,497202,497201,497199,497186,9421,497184,13404,497182,497181,497180,497179,227791,497175,497174,21564,497172,13390,10200,18965,497161,497160,497159,497158,497157,239725,1971624,25323,589595,497139,16547,497137,497136,497135,497134,497133,267596,497131,497130,423006,18926,20517,563273,15732,497434,392678,1999006,497465,423742,497484,281856,18834,497517,497518,476302,497522,40336,337616,917801,159054,260268,21167,2127208,2127209,2127210,2127212,271412,423636,33893,40264,15544,157680,27497,231528,151827,13146,2108445,1973,25874,425965,37822,1510666,18681,2239120,497207,332691,85606,15468,235439,85602,85593,522348,33775,425101,348571,522179,233794,16205,14591,9806,221512,1442809,232959,2127206,362060,581896,741426,553713,497524,497523,156406,497521,497520,497519,35258,426584,497516,497515,497513,497512,497511,497510,497509,497507,497506,497504,497503,497502,497501,497493,497492,497491,497490,497489,497488,497487,497486,497485,25222,497482,497481,235267,522185,236858,3665596,270327,497468,497467,497466,232861,497464,497463,497462,497461,497459,497458,497457,266836,155540,32797,269608,497440,497439,497438,497437,497436,43144,497432,497431,497429,32776,455979,497127,497416,497415,497414,497413,497412,497411,497138,497400,497399,497398,497397,497396,425661,43094,497382,497381,497380,497379,497378,497377,497376,497375,497374,497373,497372,497370,497369,497367,497366,497365,497364,497363,497362,497361,497185,22346,1262477,15967,2127215,497348,497347,497346,39070,497344,497343,497342,497341,497340,497339,497337,497335
497526	474134,497109,497108,497107,497105,497104,497103,497102,497101,497100,497099,497098,497097,497096,497095,497094,497093,497092,497091
497527	497118,497117,497116,497115,497114,393107,497112,497111,497110,497113
497528	497120,497119
497529	184665
497530	497121,420339,481509,497124,497123,497122
