1259	10934
1551	21747,1551,9392,21764,3653857
1645	3653615,304515,3653613,3653633,3653310,1645,3653603,3653614,3653483
2007	961485,37982,6882,6881
2073	3653295,3542457,3653433,3540781,3653301,3539102
2092	2092,440016
2771	2772,355614,3540784
2772	3653411,4301633,3653996,3653995,3653994,3653993,3653647,3539175,3653393
2844	3653635,3653809
2845	3653628,3541404
2932	2934,17302
2934	3539945,3653998,3653997,3653852
3138	3541928,3654046,3653792,3653791,3541964,3653790,3653990,3653989
3158	3653315,3653519,3391
3233	3653926,3653304
3237	140575,10590,14405,262964,35608,73372,73371
3240	3655918,41165,37962,35891,907410,66531,58445,26202,55856,28923,52796,60591,73560,14806,22419
3289	3653915,3653409,360105,3653330,3653413
3295	16293,2711,1700695,37532,60234,3652718,4079904,1047,33603,17817,12383,48250,86197,32838,728810,48504,32831,20316,56301,25746,25646,31849,3652663,71808,22046,1962,31448,3885063,3543425,86728,27358,27355
3299	3653617,3653432,3653362,3653913,3653401,3653446,3299,3541363,3539112
3304	3539947,3653288
3364	3539170,3653524,3653730,3653637,3653728,3653729,3653717
3374	3653618,3653904,360396,360395,3653442,3653691,3653414
3376	1517282,3653380,3653377
3391	3653342,3653457,3653460,3653353,3653902,3653391
3392	3376,3653389,2073,3653597,3539171
3405	13036,242896
3416	3653799,3374,3653734
4632	39620,8359,41305,3653890,358314,700144,3653292,31237,3653328,358297,41469,32066,3653450,12551
5789	3652792,15506,15502,15491,40018,3859426,15528,42971,15518,982025,795575,3709760
6684	3653486,3653553,3653552,3653757
6968	66005,209475,169614,389169,1120106,71972,4482910,2699902
7158	12253,3654021,3654020,3654019
8359	3653262,3652918,3652917
8425	2412,3652831,12757,34261,27679
9392	210630,218633,4301614,3640212,1136535,3871462,216231,4288415,218640,538777
9924	361904,180108,361987,493823
11625	1874314,358061,471863,3653566,3653726,3653752,3653942,3653284,3653281,3653761,3653505
12253	12258,520442,70285,25132,1050,3653187,770121,12265,11689,63986
12551	12551
12798	3653659,304490,1563714,3653815,3540009,3653558
12799	25446
13036	3653470,3653329,178601,3653873,3653412
14930	76836,39286,935916
15314	55738,3652598,637887,77539,3539978,1714166,32831,18305,3653278,3652573,3536997,10303,22046
17302	3543420,3653865,3540034,3653538,3541360,3541359
18061	60787,1268876,4301617,3540031,857937,937609,524639,18062,1271607,2713522,25326
18100	18100,3653547,3653959,3653818,3653539
20592	3653456,3653690,3541970,3653311,3653814,3541361,3653860,1874525,3653390
20656	522260,23610,3653367
21027	358334,3653858,358321
21081	1562036,21081,3653350,3653372,3653856,3653320
21403	3652558,3652557,3652556
21747	2199,254119,796545,699817,3848580,244713,2603873,21735,21734,164613,3652807,21745,391001,3652608,3871458,4542175,15980
21764	537670,218986
22086	43832,1619629,11145
23610	23610,64906
25010	3653248,3653247,3653246,3653245,770689
26458	4521,54835
26698	6992,74714,75227,3540724,2421,382131,6220,59469,1047,294,64777,24730,59506,48365,1135662
26782	3652430
26833	3653434,3653954,3653448,3653883
30292	3653750
30512	3653842,3653445,8425
30842	3653454,3653453,3653681,3539174,280049
31237	3652514,3652513,3653238,3653237
32066	3652515
32374	3652521,3652520,3652519,3652518
32539	32535,9316
34085	216971,3652545,3539955
34496	3652486
35923	35923,3653224
39052	3652606,3653085,33798,31495,31469,3652906
39620	3653220,3653219,305062
40125	3653894,3653341,3653974,3539982
40135	3653133,79691,546882,46882,3652706
40615	3653340,3540800,3653339,3653426,3653441,3653351,1997166,3653395,3653394,3653897,3653396
40616	3653891,3653338,3540773,3653440,3540024,3653459
41305	3652576
41469	3652488,3653217,3652525,3652524
42210	3653931,4632,42742,3653758
42742	34496,3543421,1319755,26782,32374,3653947,3653472,21403,3653374,35923,1721102,25010,301508
42890	3653317,3653337,3653336,3653334,3653930,3653746,3653840,3653323
53932	1445625,1445578
65002	23726,8947
85824	3304,3653335
150589	3653407
178601	6230,107994,1700683,31979,3596,74710,244821,31007,86160
180108	3653399,3653556,3653850
205997	526513,205996
242896	3653356,3653436,3653435
279175	40135
280049	25893,31955,2436,2435,52865,4499,76079,38666,62587,32032,3539976,39266,6976,59424,104449,2645,3653180,40193,54667,2680,66082
282685	13084,71070,4960,30903,71957,3652826,3652616,59692,28089,2164,58192
282686	3653410,3653754,3653498,3653833,3653763,1511537
301508	301508
304317	108941,7738,7737,7735,7546,7545,55013,7727,7538,54999,7716,7714
304319	7562,7557,7556,7555,7551,7550,7541,53882,55008,7537,55006,65295,55000,117881
304320	7561,7560,7559,7558,60405,7554,7552,7549,26651,4542193,4542192,4542191,60400,287573,3652883,4542158,108946,2699134,4759128,55014,55011,55010,55007,55004
304462	2615,6686
304475	3652560,301527,137996,3540740,32825,3653115,304475,3652561
304490	3653838,2007
304515	27302,33497,53941,2334,30812,76166,31937,76772,65961,7299,37707,6403,30040,40233
304533	3653525,3653798,360720
304550	22516,3652695,23754,54480,25729,3652823,3653076,3652427,3652564,3652539
355614	5227847,3541393,3653444,3653903,3653371
356622	75628,7047,85174,12472,12471,44923
357659	3540711,3653819
358061	3653732,3653731
358123	3536934,950191,32857,3536924,302226,682919,3539125
358297	882692
358314	3652517,3652516,3652722
358321	3652961,3652960
358334	770704,1321960,4224790,301503,57002,2713599,4059024,3652495,78049,672596,3539969,3652672,4291320,62525,4048265,2717174,73188,301513,12547,1827835,593472,443681
358430	26833,3653537,3653536
358509	3653545,3653932,3540717
358514	3540005,3539177
358516	7012,18880,30054,3536832,28158
360048	3654009,3541375,3540776,3540015,3540014,3654010,3653975,3540038,3653580,3653941
360105	70122,8845,16365,74393,1099456,43479,59873,51086,85228
360390	3653496,3653747
360395	2641,903411,8269,33126,20336
360396	650171,3653098,8241
360720	3653832,3653551,3653711
361823	62986,55003,246584
361904	3653802,3653408,3653804,3653803
361987	3653458
440016	3541399,3540799,440307,3540798,3541398,3540698,3539110,3540765,3486460,3653277,981916
471863	471863,3653811,3653487,3653554
493823	4721945,666513,5227846,493823,3652550,3871433,593516
521939	74765,142923
522260	209366,2714632,73629
556112	3653938,3540037,304475
593367	66837,9014,140591,76803,79466
593802	246421,851344,286224,290883,48306,2555
682871	12050,3539971,3420,23660,9170
700144	3652444,3652485,3652507,3652506,3652505,3652504,3652503,3652502,3652501,3652500
717967	3539972,2520,7004,304483,33631
721844	3652836,3652738,717929,2194201
724804	3539192,3653841,3653379,3540790,3653810,724804,3541405,3653343
732611	1313616,1701687,244404,2346970,963839
1257954	915142,538927,972314,1176415,4519118,913246,762662
1319755	1720918,3464497,4542180
1443768	3536753,3653921
1511537	3653822,3653660,3653287,3653943
1517282	677667,25677,1721300,210657
1518041	4759133,77275,6456,85272,121902,120107
1533693	3542473,3653836
1562036	10592,2607219,85149
1563714	3540780,3653862,3540033,3541388,3653461
1704311	3653316,3653978,3541394,3653500,1704311,3653817,3654016,3541936
1720756	23566,300205
1721102	3652490,4059162,3652498
1744619	11276,24200,1260298,25603,70242,1744619,13090,39644,8293,2983838,3652811,30092,35823,26187,3653129,55923,4519292,4045520
1874314	3653776,3653715
1874328	8803,16295,1874328,5301,256552,3653100
1874329	32334,20811,164815,115510,3541379,3653186,1960121,77379,165032,49263,75770,1367,21528
1874525	65185,14892,54151,40879,39468,16296,77013,72828,28126,16375,26056,3179470,114875,164835
1875221	37512,4320,18034,18033,104696
1997166	40180,210380,78168,73047,75630,103045,38803
2013096	3653844,3653720,3653358,3653702,3540787,3653514,357659,3540718,3540714,3541403,3653596
2266957	39854,2266957,3652613,8168
2917337	3652645,541155,9279,8402
3536753	359091,3652920,115656,73994
3536920	1142934,208926,79083,8838,69717
3537128	1176308,966107
3537139	145106,1453642,42313,1144403,1172636
3537250	3653570,3653866,3653357,3653655
3537307	2699758,3871426,134499,3652542,3709474,4519232,1306772,4082411,700580
3538923	3652859,5632,3541397,3539968,37688,17861,74757,3653158,3653143
3539087	1655,10192
3539090	3700403,3652979,358708,3700389,939232,3652959,5227831,2927178,1828451,1276807,4059159,3652888,3700404
3539102	65696,76959,6463
3539108	66535,532578,50393
3539112	31507,25381,3652611,3652849,244656,15046,3652632
3539113	22209,3653080
3539119	82608,24027,528023,74554,85542,965129,286651,1101838
3539128	22181,27679,6945,31849,30480,3653188,360174,31923,3652614,948,1041,301366
3539170	3540779,3871469,3653469,3653349,3540022
3539171	717670,51809,672708,2698692,3536920,3653541,40845,65175,30896,733397,3273711,4079830,388638,281666,762737,19453,14921,4519273,2001856,2699,1134659,2743752,538927,3540021,4042960,765273,1998098,1831828,3653683,3886731,1948068,20402,3542957,4682397,62941,2354637,4086265,3852671,1527027,146224,3540756,3661315,3539171,2350866,71568,26256,52416,3993,4519428,26251,1451341,4055478,2316164,2744440,3652605,1176309,914297,123931,2987716,3659087,4746084,4049141
3539172	145975,257190,41536,1443,51027,73633,1101425,56471,47115,3652528,20740,1698215,41037,31634,21246,4301629,60771
3539173	3540754,3654026,3539172
3539174	75870,38665
3539175	40610,25387,40219,57626,2001271
3539176	16673,62648,771650,42839,3652641,3540721,700580,3540761,20196,85259
3539177	3653967,3653966,3653965,600370,3654006,21234,4691336,13615,3654005,732290,3654007,1327841,7018,3539177,24730,16410,3653973,3653972,3653971,3653970,3653969,3653968
3539178	3653979
3539179	3653130,75541
3539183	3652628,3652799,3652796,3652795,3652745
3539184	38684,3652832,38702,38722,37134,24452,38687
3539185	907850,5308,3653117,3653113,1948374,3653157,3653107,82607,11777,40864,4905,146010,60501,54201,3652868,32950,360564
3539187	85191,85174
3539188	3652448,3652582,3652647,3652623,3555537,3700391,1100674,758542,4707396
3539189	3652468,3652470,3652464,75928,3652471,100672
3539190	66165,3653079,3652818,29193,22245
3539191	770544,28009,28053,354652,3652830,27996,50558
3539192	28053,63584,27996,55710
3539193	25942,22625
3539936	14563
3539937	14479
3539938	32912,114873,77147,77857,21252
3539939	51150,257343,5227843,3653190,3652708,1870115,2926870,76107
3539945	873118,6400,3653164,33124,3652874,15120,3653105,23660,12050,3539963,73571,3653179,3652848,3652858,25384,54241,1608295
3539946	51080,301556,24337
3539947	48045,40613,608
3539982	71774
3539984	3653174,5088
3539991	3652925,40958,137757,55463,70570,19435
3539992	41031,3653109,768401,3652669,64088,33405,65972,66101,39865,3653097,3652684
3539994	5116,15824
3539995	42523,16986,3652841
3539996	116190,128513,2697,12054
3539998	3652852,8183,134337,55147,25039,10547,1174893,3653165,164386,3653160
3540009	3537128
3540010	3540017,5203371,3540010,4524703,3653437
3540011	28356,2158,650248,24321,15025,59849
3540012	25598,6359,31404
3540013	18100,358430,3653753,3653497,3653623,3653872
3540014	3653884,3653423,3541402
3540015	3653885,3653422,3542951
3540016	209389,379955,2959379,3652654
3540017	11522,41236,3652822,20197,8742,2928889
3540018	3653416,3653680,3542958,3653424,3653370
3540019	3653208,3653207,55573,3653205,36071,3653199,4057,3653252,770438,3653192,771612,73983,5011,120436,3653273,59708,63384,3653255,51254,54547,2825247,37549,3653223,12228
3540020	28978,81876,50940,378482,4080009,3871443,937846,3661450,2348248,3871431
3540021	33223
3540022	30557
3540023	3653312,3653421,3653420,3653419,3653650
3540024	25386,175159,301379,3652847
3540025	28356,28369,23566,25175,57558,24321,25147,43822,47683,72866
3540033	1302002,1302086
3540034	78264,3495432
3540035	524959,768182,304982
3540036	3654025,6684,304533,1645,12798,3653535,3364,724804,3653735
3540037	3653309,3540037,3652644,6711,6709,3652919,6686,771535,6699,108124,108121,3652667,61347,108111,6681,108101
3540038	3653830
3540039	2587184
3540040	76115
3540041	28073,28157
3540042	12373,17887,22252
3540043	25942
3540044	25942,60203,172907,29274,76705,74391,1882489,63953,25872,54259,22625,52751,5227826,69488,3653134,13547,9074,69765
3540045	25872,29274,40263
3540046	71074
3540047	536495,282386,28902,28365,2351042,753645,65162,8809
3540048	3540759
3540696	5059,58831,9170,23660
3540697	3653204,3653201,3653235,31364,3653195,3653240,3653268,54195,84186,970
3540699	285590,4329353,3496793,4547776,16384,68771
